Título,Autor,Año,Grado
Análisis del efecto de la prolactina sobre sinoviocitos tipo fibroblasto cultivados bajo condiciones de inflamación,"García Rodrigo, José Fernando",2020,Maestría en Ciencias (Neurobiología)
Rusia 2018 : la importancia del Community Manager especialista en ESPN,"García Rodríguez, Enrique",2020,Licenciatura en Comunicación
Evaluación del régimen de transfusión transoperatoria en pacientes oncológicos en el Hospital Juárez de México,"García Rodríguez, Jesús",2020,Especialidad en Medicina (Anestesiología)
Síntesis y caracterización de nuevos sistemas conjugados que contienen bodipy y pireno : estudio de las propiedades ópticas y fotofísicas,"García Rodríguez, Teresa Andrea",2020,Maestría en Ciencias Químicas
Opciones reales como estrategia financiera integral de valuación,"García Saavedra, Frida Fernanda",2020,Licenciatura en Economía
Estudio comparativo de las propiedades espectroscópicas y magnéticas de perovskitas nanoestructuradas de YFeO3 y de YMnO3 obtenidas por mecanosíntesis,"García Rosales, Saúl Iván",2020,Maestría en Ciencias Químicas
Experiencias sexuales y reproductivas desde la perspectiva de mujeres y varones con adenomas hipofisarios,"García Sáenz, Manuel Ramón",2020,Especialidad en Medicina (Biología de la Reproducción Humana)
Desarrollo de trastornos del control de impulsos en pacientes con enfermedad de Parkinson con terapia de reemplazo dopaminérgico : estudio de casos y controles,"García Rubio, Mauricio Iván",2020,Maestría en Investigación Clínica Experimental en Salud
Limitaciones y oportunidades de sistemas de tratamiento de biomasa residual de origen industrial desde un enfoque de ciclo de vida y de coherencia de políticas,"García Rodríguez, Ximena Adela",2020,Maestría en Ciencias de la Sostenibilidad
Complicaciones cardiovasculares por uso inadecuado de eritropoyetina y sus repercusiones en consulta dental,"García Salazar, Sofía",2020,Licenciatura en Cirujano Dentista
"Tres momentos en la historia agraria de la mixteca de la costa : siglo XVIII, porfirismo y revolución","García Ruiz, Álvaro Miguel",2020,Maestría en Historia
Círculos de aprendizaje interpersonal como estrategia de intervención para disminuir el bullying en el ámbito educativo,"García Rueda, Edith",2020,Licenciatura en Psicología
"Evaluación de la calidad del periodismo de ciencia en la prensa escrita mexicana desde un modelo de funcionalidad : la cobertura del brote de influenza A (H1N1) en abril y mayo de 2009, como caso de estudio","García Rojo, María Keninseb",2020,Licenciatura en Ciencias de la Comunicación (Periodismo)
El paisaje como unidad de análisis para caracterizar y valorar el patrimonio geológico y sitios de geodiversidad de interés para el geoturismo en el distrito minero de Tlalpujahua-El Oro -Dimito,"García Sánchez, Laeticia Azucena",2020,Doctorado en Geografía
Escuela Integral de las Artes-Satélite,"García Sánchez, Edgar Alfonso",2020,Licenciatura en Arquitectura
"Zonificación de riesgo por condensación de biogás en Ciudad Santa Fe, Ciudad de México","García Saldaña, Alfonso Gilberto",2020,Licenciatura en Geografía
"Origen y evolución de la Caldera de la Reforma, Baja California Sur : estudio vulcanológico, petrológico, geoquímico e isotópico","García Sánchez, Laura",2020,Doctorado en Ciencias de la Tierra
Los efectos de las plataformas digitales en los mercados y su regulación jurídica en materia de competencia económica en México,"García Sánchez, Rafael Carlos",2020,Licenciatura en Derecho
Caracterización paleoambiental de la Formación Tecamalucan del Cretácico Superior (Turoniano-Santoniano),"García Sandoval, Analí",2020,Maestría en Ciencias de la Tierra
Merleau-Ponty y la ciencia cognitiva corporizada,"García Sandoval, Laura",2020,Licenciatura en Filosofía
Aumento de la sobrevida del injerto graso en el lecho quirúrgico de pacientes postmastectomizadas al adicionar plasma rico en plaquetas,"García Santana, Carlos Horacio",2020,Especialidad en Medicina (Cirugía Plástica y Reconstructiva)
ASTEC : diseño y simulación de un robot autónomo móvil para búsqueda y rescate,"García Sarmina, Brian",2020,Licenciatura en Ingeniería en Telecomunicaciones
Propuesta de un sistema de seguridad e higiene enfocado a la mitigación de riesgos,"García Serrano, Yamir Gustavo",2020,Licenciatura en Ingeniería Industrial
Diseño de un controlador basado en pasividad para la máxima extracción de potencia del AWS,"García Sosa, Gustavo",2020,Maestría en Ingeniería Eléctrica
"Las rutas de la corporalidad : un acercamiento etnográfico a los indígenas huaves de San Mateo del Mar, Oaxaca","García Souza, Paola Paloma",2020,Doctorado en Estudios Mesoamericanos
Itzpapalotl : mitos y símbolos de la mariposa entre los nahuas del posclásico,"García Tavizón, Alan Guillermo",2020,Maestría en Estudios Mesoamericanos
Incidencia de neumonía asociada a la ventilación -mecánica en dos terapias intensivas pediátricas del Hospital Juárez de México,"García Tevera, María José",2020,Especialidad en Medicina (Pediatría)
El problema de la imitación-expresión en la estética musical de Rousseau,"García Torres, Raúl Jair",2020,Maestría en Filosofía
Cambios electrocardiográficos en consumidores de cocaína en pacientes adolescentes y adultos jóvenes,"García Treminio, Carlos Felipe",2020,Especialidad en Medicina (Cardiología)
Resiliencia en estudiantes,"García Trujeque, Elizabeth",2020,Licenciatura en Psicología
Bloqueo subaracnoideo con bupivacaína hiperbárica más dexmedetomidina comparado con bupivacaína hiperbárica en cirugía de abdomen y miembros pélvicos,"García Trujillo, Gabriel",2020,Especialidad en Medicina (Anestesiología)
Parestesia asociada a materiales de uso endodóncico,"García Tzompantzi, Erick",2020,Licenciatura en Cirujano Dentista
Detector de longitud de onda y velocidad de ondas superficiales mediante el método de deflectometría óptica,"García Unzueta, Emiliano Ehecatl",2020,Maestría en Ingeniería Eléctrica
Fibrinógeno como factor predictor de hemorragia obstétrica en mujeres atendidas en el Hospital General Dr. Enrique Cabrera en el 2019,"García Valdez, José Guillermo",2020,Especialidad en Medicina (Anestesiología)
"Enfermedades hipertensivas durante el embarazo, en la visión del Dr. Antonio Ramírez Calvo","García Vaca, Blanca Daniela",2020,Licenciatura en Enfermería y Obstetricia
Fatiga por compasión en 2 hospitales generales de la Secretaría de Salud de la Ciudad de México en el periodo de febrero y marzo del 2020,"García Valle, Lara Kharismi",2020,Especialidad en Medicina (Anestesiología)
"Morbilidad y resultados posquirúrgicos de la cirugía de remodelación craneal en escafocefalia, experiencia en el CMN 20 de Noviembre","García Vargas, Miguel Ángel",2020,Especialidad en Medicina (Neurocirugía)
"Origen y evolución de especies de reptiles endémicas al Valle de Cuatro Ciénegas, Coahuila, México","García Vázquez, Uri Omar",2020,Doctorado en Ciencias Biológicas
Estudio de los patrones de interferencia en campos ultrasónicos transitorios,"García Vega, Gabriela Berenice",2020,Licenciatura en Física
"Corporaciones transnacionales y su impacto sobre el recurso hídrico : caso: Grupo Modelo y la presión hídrica en Zacatecas, México","García Veiga, Josué",2020,Especialidad en Economía Ambiental y Ecológica
Micronúcleos en células exfoliadas de la mucosa oral (MNxl) de enfermeras expuestas a quimioterapéuticos : estudio longitudinal,"García Velasco, Armando",2020,Licenciatura en Biología
El entonces presidente de Francia : adverbios temporales en función de adjetivo en español,"García Ventura, José Alberto",2020,Maestría en Lingüística Hispánica
Sistema de seguimiento de movimiento de las extremidades superiores basado en sensores inerciales para rehabilitación en realidad virtual,"García Vicencio, David Samuel",2020,Maestría en Ciencia e Ingeniería de la Computación
Dinámica e integración del microcircuito córticoestriatal,"García Vilchis, Ana Brisa",2020,Doctorado en Ciencias Biomédicas
Evaluación del apego a la guía de práctica clínica diagnóstico y tratamiento de la hipertensión arterial en el primer nivel de atención en la consulta externa de medicina familiar del HGZ,"García Villagómez, Ricardo",2020,Especialidad en Medicina (Medicina Familiar)
"Diagnóstico, análisis y propuestas de la gestión integral de los residuos en México","García Villegas, Pedro Erick",2020,Especialidad en Ingeniería Sanitaria
"Variación estacional de rotíferos (Rotifera: monogononta) activos e inactivos y patrones de eclosión en un cuerpo de agua somero de la Ciudad de México : cantera oriente, Reserva Ecológica del Pedregal de San Ángel (REPSA)","García Zamorano, Jair",2020,Maestría en Ciencias del Mar y Limnología
Prevalencia de adenomiosis en piezas de histerectomía en el año 2018 y condiciones asociadas,"García Zapien, Gabriela",2020,Especialidad en Medicina (Ginecología y Obstetricia)
El suelo como fuente de materia prima en la arquitectura de tierra de Mesoamérica antigua,"García Zeferino, Thania Alejandra",2020,Maestría en Ciencias de la Tierra
Educación para la alimentación en el contexto escolar : una propuesta pedagógica para nivel preescolar,"Garduño García, María Alejandra",2020,Licenciatura en Pedagogía
Elaboración de una guía didáctica para el aprendizaje de redes computacionales,"Garduño Marín, Luis Fernando",2020,Licenciatura en Informática
Características de fracturas de cráneo producidas por proyectil de arma de fuego en cadáveres del Instituto de Ciencias Forenses,"Garduño Martínez, Lesly Janet",2020,Especialidad en Medicina (Medicina Legal)
Activación de nitrilos con compuestos de manganeso,"Garduño Rojas, Jorge Antonio",2020,Doctorado en Ciencias Químicas
"Factores de riesgo asociados con embarazo pretérmino tardío, así como resultados perinatales en el Hospital General de Ticomán","Garduño Sánchez, Itzel Samantha",2020,Especialidad en Medicina (Ginecología y Obstetricia)
Injerto de acrilato de etilo en xiloglucano obtenido de semilla de tamarindo mediante reactivo de fenton,"Garduño Ximello, Karen",2020,Licenciatura en Química
Esquemas de quimioterapia de segunda línea niños con linfoma no Hodgkin en el Hospital Gaudencio González Garza del CMN La Raza del 2012 al 2016,"Garnica Galeana, Adela Alejandra",2020,Especialidad en Medicina (Pediatría)
"Frecuencia de infección de sitio quirúrgico según abordaje en línea media y McBurney en apendicitis, en pacientes atendidos en Hospital General de Ticomán y Hospital General Xoco de la Secretaria de Salud","Garnica Rosales, Alberto Uriel",2020,Especialidad en Medicina (Cirugía General)
Análisis de los sistemas de regulación alimentaria dentro del marco de cooperación económica entre E.U.A. y México,"Garrido Monroy, Brenda Silvia",2020,Maestría en Ingeniería Química
Determinación espacial y temporal de metales en pm2.5 en el Área Metropolitana de la Ciudad de México,"Garza Galindo Flores, Rodrigo",2020,Doctorado en Ciencias de la Tierra
Microexcavación asistida por computadora utilizando TAC y cámaras RGB-D,"Garrido Reyes, Miguel Daniel",2020,Maestría en Ciencia e Ingeniería de la Computación
Hipomineralización incisivo molar y su relación con la presencia de caries en pacientes pediátricos,"Garza Reyes, Diana",2020,Licenciatura en Cirujano Dentista
Uso del monofilamento Semmes-Weinstein en la exploración de pies en pacientes diabéticos por médicos familiares en la UMF no. 33 del IMSS,"Garza Romero, Tania Concepción de la",2020,Especialidad en Medicina (Medicina Familiar)
